234,5100 Rock Pl Dr SW, Stone Mountain, GA, ,No_Match
235,Metropolitan Pkwy and Fair Dr, Atlanta, GA, ,No_Match
236,2475 Cumberland Pkwy SE, Atlanta, GA, ,Match,Exact,2475 CUMBERLAND PKWY SE, ATLANTA, GA, 30339,-84.478546,33.86078,637332327,R
237,141 Pryor St SW, Atlanta, GA, ,No_Match
238,3028 Chamblee Dunwoody Rd, Chamblee, GA, ,No_Match
239,2853 Avalon Meadows Ct, Lawrenceville, GA, ,Match,Exact,2853 AVALON MEADOWS CT, LAWRENCEVILLE, GA, 30044,-84.08664,33.93307,88937271,L
240,GA-33, Sylvester, GA, ,No_Match
241,3022 James Rd, Valdosta, GA, ,Match,Exact,3022 JAMES RD, VALDOSTA, GA, 31601,-83.332924,30.84064,87717806,R
242,5101 Georgia Rte 133, Moultrie, GA, ,Match,Exact,5101 STATE RTE 133, MOULTRIE, GA, 31768,-83.64021,31.088675,84258326,R
243,Lower Pond Ct, Clarkesville, GA, ,No_Match
244,Sparta Hwy and Oconee Springs Rd, Eatonton, GA, ,Match,Non_Exact,SPARTA HWY & OCONEE SPRINGS RD SE, EATONTON, GA, 31024,-83.20649,33.343506,,
245,538 Spring Place Rd, NE White, GA, ,Match,Non_Exact,538 SPRING PLACE RD NE, WHITE, GA, 30184,-84.801704,34.313442,606311202,R
246,1404 N June Ave, Douglas, GA, ,Match,Exact,1404 N JUNE AVE, DOUGLAS, GA, 31533,-82.84559,31.523453,6927112,R
247,2600 Blueberry Cir, Augusta, GA, ,Match,Exact,2600 BLUEBERRY CIR, AUGUSTA, GA, 30906,-82.01928,33.414234,55658457,R
248,4817 W Mceachern Woods Dr, Powder Springs, GA, ,Match,Non_Exact,4817 W MCEACHERN WOOD DR, POWDER SPRINGS, GA, 30127,-84.694466,33.91158,17203690,L
249,3189 Morton Bend Rd, Rome, GA, ,Match,Exact,3189 MORTON BEND RD, ROME, GA, 30161,-85.38668,34.218193,30695332,L
250,1031 Nuuanu Ave, Honolulu, HI, ,Match,Exact,1031 NUUANU AVE, HONOLULU, HI, 96817,-157.86261,21.310701,203235990,R
251,364 S King St, Honolulu, HI, ,Match,Exact,364 S KING ST, HONOLULU, HI, 96813,-157.85988,21.306467,203236056,L
252,2600 Kaumualii Hwy, Kaumakani, HI, ,No_Match
253,Waikoloa Rd, Waikoloa Village, HI, ,No_Match
254,River Rd, Homedale, ID, ,No_Match
255,9421 Charles Way, Middleton, ID, ,Match,Exact,9421 CHARLES WAY, MIDDLETON, ID, 83644,-116.58049,43.704105,122809723,R
256,164 E Main St, Rexburg, ID, ,Match,Exact,164 E MAIN ST, REXBURG, ID, 83440,-111.77943,43.82604,638329703,R
257,E 100 N, Rigby, ID, ,No_Match
258,Malad St and Gourley St, Boise, ID, ,Match,Exact,MALAD ST & GOURLEY ST, BOISE, ID, 83705,-116.22235,43.578945,,
259,15746 Union Ave, Harvey, IL, ,Match,Exact,15746 UNION AVE, HARVEY, IL, 60426,-87.634026,41.60334,111712175,R
260,6300 Scott St, Rosemont, IL, ,Match,Exact,6300 SCOTT ST, ROSEMONT, IL, 60018,-87.87586,41.993526,111724250,L
261,E 71st St & S Merrill Ave, Chicago, IL, ,No_Match
262,7500 S Langley Ave, Chicago, IL, ,Match,Non_Exact,7500 S LANGLEY AVE, CHICAGO, IL, 60619,-87.60784,41.758347,605589793,R
263,74th Street and Merrill Ave, Chicago, IL, ,No_Match
264,116 Lathrop Ave, River Forest, IL, ,No_Match
265,2300 Gilead Ave, Zion, IL, ,Match,Exact,2300 GILEAD AVE, ZION, IL, 60099,-87.84355,42.45395,119627661,R
266,1st Ave and Richards St, Joliet, IL, ,Match,Non_Exact,1 RICHARDS ST, JOLIET, IL, 60433,-88.07451,41.524055,111541875,R
267,1408 W Main St, Marion, IL, ,Match,Exact,1408 W MAIN ST, MARION, IL, 62959,-88.94075,37.73079,6011931,R
268,3400 Lincoln Ave, Alton, IL, ,Match,Exact,3400 LINCOLN AVE, ALTON, IL, 62002,-90.13548,38.892082,107680808,L
269,224 Circle Dr, Arcola, IL, ,Match,Exact,224 CIRCLE DR, ARCOLA, IL, 61910,-88.30278,39.69194,5746402,L
270,Illinois Rte 145 and Waldo Church Rd, Metropolis, IL, ,No_Match
271,1806 16th Ave, Rockford, IL, ,Match,Exact,1806 16TH AVE, ROCKFORD, IL, 61104,-89.06865,42.250084,49259696,L
272,12th Ave and Glenhurst Ct, Rock Island, IL, ,No_Match
273,2293 N Main St, Crown Point, IN, ,Match,Exact,2293 MAIN ST, CROWN POINT, IN, 46307,-87.36487,41.44914,98432238,R
274,2500 St Marys Ave, Fort Wayne, IN, ,Match,Exact,2500 SAINT MARYS AVE, FORT WAYNE, IN, 46808,-85.15619,41.097584,6377132,R
275,1500 S Dixon Rd, Kokomo, IN, ,Match,Non_Exact,1500 S DIXON RD, KOKOMO, IN, 46902,-86.16508,40.468597,27263083,L
276,8516 N Meridian Rd, Monon, IN, ,Match,Exact,8516 N MERIDIAN RD, MONON, IN, 47959,-86.877655,40.876366,606920267,L
277,10202 John Jay Dr, Indianapolis, IN, ,Match,Exact,10202 JOHN JAY DR, INDIANAPOLIS, IN, 46235,-85.98643,39.82138,108012845,L
278,5700 block Ashby Dr, Indianapolis, IN, ,Match,Exact,5700 ASHBY DR, INDIANAPOLIS, IN, 46221,-86.27343,39.68182,640690212,R
279,3800 N Tacoma Ave, Indianapolis, IN, ,Match,Non_Exact,3800 N TACOMA AVE, INDIANAPOLIS, IN, 46205,-86.12034,39.825367,107990298,L
280,Main St and 4th St, Beech Grove, IN, ,Match,Non_Exact,MAIN ST & N 4TH AVE, BEECH GROVE, IN, 46107,-86.08619,39.721737,,
281,1800 Heather Cir, Indianapolis, IN, ,Match,Exact,1800 HEATHER CIR, INDIANAPOLIS, IN, 46229,-85.99189,39.79262,108035108,R
282,E 31st St and N Sherman Dr, Indianapolis, IN, ,No_Match
283,1790 E Voorhees St, Harmony, IN, ,No_Match
284,25th St and Poplar St, Terre Haute, IN, ,No_Match
285,104 N Garfield Ave, Burlington, IA, ,Match,Exact,104 N GARFIELD AVE, BURLINGTON, IA, 52601,-91.118866,40.80999,5542070,R
286,SE 4th St and Scott Ave, Des Moines, IA, ,No_Match
287,Urbandale Ave and Merle Hay Rd, Des Moines, IA, ,Tie
288,2388 E Kansas Hwy 4, Assaria, KS, ,No_Match
289,800 N Van Buren St, Hutchinson, KS, ,Match,Exact,800 N VAN BUREN ST, HUTCHINSON, KS, 67501,-97.94376,38.061844,142934355,R
290,500 E 5th St, Colby, KS, ,Match,Exact,500 E 5TH ST, COLBY, KS, 67701,-101.04095,39.398033,196549245,L
291,SW Wanamaker Rd and I-70, Topeka, KS, ,No_Match
292,S 12th St and Ruby St, Kansas City, KS, ,No_Match
293,470 N Birch, Gardner, KS, ,Match,Exact,470 N BIRCH, GARDNER, KS, 66030,-94.91019,38.81782,91309164,L
294,1225 Quindaro Blvd, Kansas City, KS, ,Match,Exact,1225 QUINDARO BLVD, KANSAS CITY, KS, 66104,-94.64202,39.136494,91135888,L
295,Interstate 35, Kansas City, KS, ,No_Match
296,500 North Oliver Ave, Wichita, KS, ,Match,Non_Exact,500 N OLIVER ST, WICHITA, KS, 67208,-97.28054,37.693947,115638332,R
297,4585 Frederica St, Owensboro, KY, ,Match,Exact,4585 FREDERICA ST, OWENSBORO, KY, 42301,-87.12311,37.726295,37581675,R
298,1 Fontaine Dr, Elizabethtown, KY, ,Match,Exact,1 FONTAINE DR, ELIZABETHTOWN, KY, 42701,-85.90509,37.71878,634397770,R
299,105 Hinkle St, Wilmore, KY, ,Match,Exact,105 HINKLE ST, WILMORE, KY, 40390,-84.66083,37.86691,38457223,L
300,111 Towne Dr, Elizabethtown, KY, ,Match,Exact,111 TOWNE DR, ELIZABETHTOWN, KY, 42701,-85.887375,37.733986,34647160,R
301,S 4th St & W Oak St, Louisville, KY, ,No_Match
302,Kentucky Rte 92, Williamsburg, KY, ,No_Match
303,Brushy Fork Rd, Gunlock, KY, ,No_Match
304,US-150, Stanford, KY, ,No_Match
305,Doctors Row, Chavies, KY, ,No_Match
306,215 N Main Cross St, Louisa, KY, ,No_Match
307,W Woodlawn Ranch Rd and Grand Caillou Rd, Houma, LA, ,No_Match
308,900 Airline Dr, Kenner, LA, ,Match,Non_Exact,901 AIRLINE DR, KENNER, LA, 70062,-90.26688,29.982859,93548688,L
309,Lasalle St and Josephine St, New Orleans, LA, ,Match,Exact,LASALLE ST & JOSEPHINE ST, NEW ORLEANS, LA, 70113,-90.08519,29.941286,,
310,9908 Ave C, Baton Rouge, LA, ,Match,Exact,9908 AVE C, BATON ROUGE, LA, 70807,-91.19228,30.53476,92177691,R
311,8400 Chef Menteur Hwy, New Orleans, LA, ,Match,Exact,8400 CHEF MENTEUR HWY, NEW ORLEANS, LA, 70127,-89.98855,30.014084,191739931,R
312,10064 Elm Grove Garden Dr, Baton Rouge, LA, ,Match,Exact,10064 ELM GROVE GARDEN DR, BATON ROUGE, LA, 70807,-91.16946,30.536596,92178821,R
313,3020 Destrehan Ave, Harvey, LA, ,Match,Exact,3020 DESTREHAN AVE, HARVEY, LA, 70058,-90.07237,29.860426,639161939,L
314,2515 Manhattan Blvd, Harvey, LA, ,Match,Exact,2515 MANHATTAN BLVD, HARVEY, LA, 70058,-90.04888,29.876612,93543351,R
315,Caffin Ave and Chartres St, New Orleans, LA, ,No_Match
316,Becky Sue St, Ville Platte, LA, ,No_Match
317,200 John Wesly Blvd, Bossier City, LA, ,Match,Non_Exact,200 JOHN WESLEY BLVD, BOSSIER CITY, LA, 71112,-93.706764,32.51734,108534894,L
318,3200 Exposition Ave, Shreveport, LA, ,Match,Exact,3200 EXPOSITION AVE, SHREVEPORT, LA, 71109,-93.78868,32.481735,57435358,R
319,300 block Iris Park Dr, Pineville, LA, ,Match,Exact,300 IRIS PARK DR, PINEVILLE, LA, 71360,-92.40399,31.34461,627207711,L
320,US-65, Tallulah, LA, ,No_Match
321,175 Bass Pro Blvd, Denham Springs, LA, ,No_Match
322,645 Smyrna Center Rd, Smyrna, ME, ,No_Match
323,700 Dennis St, Salisbury, MD, ,Match,Exact,700 DENNIS ST, SALISBURY, MD, 21801,-75.607414,38.379898,114447488,R
324,Augustine Herman Hwy & E Lewis Shore Rd, Elkton, MD, ,Match,Exact,AUGUSTINE HERMAN HWY & E LEWIS SHORE RD, ELKTON, MD, 21921,-75.81579,39.573433,,
325,9800 Liberty Rd, Randallstown, MD, ,Match,Exact,9800 LIBERTY RD, RANDALLSTOWN, MD, 21133,-76.82021,39.379795,191463147,R
326,3000 Hunting Ridge Dr, Owings Mills, MD, ,Match,Exact,3000 HUNTING RIDGE DR, OWINGS MILLS, MD, 21117,-76.805954,39.410343,614111866,L
327,post, Fort Meade, MD, ,No_Match
328,1486 Hyde Park Rd, Essex, MD, ,Match,Exact,1486 HYDE PARK RD, ESSEX, MD, 21221,-76.43973,39.298725,639437215,L
329,950 Nalley Rd, Landover, MD, ,No_Match
330,402 North Prospect St, Hagerstown, MD, ,Match,Exact,402 N PROSPECT ST, HAGERSTOWN, MD, 21740,-77.72069,39.6494,612158128,L
331,Mount St and Presbury St, Baltimore, MD, ,No_Match
332,1900 McHenry St, Baltimore, MD, ,Match,Exact,1900 MCHENRY ST, BALTIMORE, MD, 21223,-76.64679,39.284245,206415418,R
333,13900 Castle Blvd, Silver Spring, MD, ,Match,Exact,13900 CASTLE BLVD, SILVER SPRING, MD, 20904,-76.94395,39.08239,62094097,L
334,40 N Main St, Webster, MA, ,Match,Exact,40 MAIN ST, WEBSTER, MA, 01570,-71.88635,42.04925,40018375,R
335,3 May St, Worcester, MA, ,Match,Exact,3 MAY ST, WORCESTER, MA, 01610,-71.81478,42.25482,40009755,L
336,Forest Ave, Tewksbury, MA, ,No_Match
337,54 Jefferson St, Lynn, MA, ,Match,Exact,54 JEFFERSON ST, LYNN, MA, 01902,-70.944046,42.472412,86645227,L
338,Humboldt Ave and Ruthven St, Roxbury, MA, ,No_Match
339,4600 Washington St, Roslindale, MA, ,Match,Exact,4600 WASHINGTON ST, ROSLINDALE, MA, 02131,-71.138176,42.277298,85729067,L
340,Charles River Esplanade, Boston, MA, ,No_Match
341,50 Thayer St, Brockton, MA, ,Match,Exact,50 THAYER ST, BROCKTON, MA, 02302,-71.0064,42.097454,87442716,L
342,69 Prospect Hill Dr, Weymouth, MA, ,Match,Exact,69 PROSPECT HILL DR, WEYMOUTH, MA, 02191,-70.931076,42.256832,87252341,R
343,Crowell Rd and Tipcart Dr, Chatham, MA, ,Match,Exact,CROWELL RD & TIPCART DR, CHATHAM, MA, 02633,-69.965965,41.68939,,
344,200 Abbie St SE, Wyoming, MI, ,Match,Exact,200 ABBIE ST SE, WYOMING, MI, 49548,-85.66053,42.8935,12463793,R
345,M-115 & 20 Mile Rd, Marion, MI, ,No_Match
346,1600 3rd St, Bay City, MI, ,Match,Exact,1600 3RD ST, BAY CITY, MI, 48708,-83.87313,43.599934,81141168,R
347,6095 Anna's Ln, Portage, MI, ,Match,Exact,6095 ANNA'S LN, PORTAGE, MI, 49024,-85.64088,42.2293,12249354,L
348,3600 Canfield Rd, Eaton Rapids Township, MI, ,Match,Non_Exact,3600 S CANFIELD RD, EATON RAPIDS, MI, 48827,-84.70056,42.513245,12036126,R
349,331 W Grand Ledge Hwy, Roxand Township, MI, ,No_Match
350,2800 Longmeadow Dr, Trenton, MI, ,Match,Exact,2800 LONGMEADOW DR, TRENTON, MI, 48183,-83.215775,42.137077,95696006,R
351,14680 Middle Gibraltar Rd, Rockwood, MI, ,Match,Exact,14680 MIDDLE GIBRALTAR RD, ROCKWOOD, MI, 48173,-83.20224,42.09466,95457927,R
352,13331 Strathmoor St, Detroit, MI, ,Match,Exact,13331 STRATHMOOR ST, DETROIT, MI, 48227,-83.18735,42.38487,95441509,L
353,9500 Evergreen Rd, Detroit, MI, ,Match,Non_Exact,9500 EVERGREEN AVE, DETROIT, MI, 48228,-83.23604,42.3649,95439079,R
354,Nesbitt Ave S and 99th St W, Bloomington, MN, ,No_Match
355,14420 N 28th Pl, Plymouth, MN, ,Match,Non_Exact,14420 28TH PL N, PLYMOUTH, MN, 55447,-93.46297,45.011417,43850843,R
356,261 E University Ave, St Paul, MN, ,Match,Exact,261 UNIVERSITY AVE, SAINT PAUL, MN, 55103,-93.11333,44.955776,97644266,R
357,411 White Bear Ave, St Paul, MN, ,Match,Non_Exact,411 WHITE BEAR AVE N, SAINT PAUL, MN, 55106,-93.02525,44.9538,97653497,L
358,4401 Xylon Ave N, Minneapolis, MN, ,Match,Non_Exact,4402 XYLON AVE N, MINNEAPOLIS, MN, 55428,-93.38537,45.03521,635872229,R
359,University Ave NE and I-694, Fridley, MN, ,No_Match
360,5900 Xerxes Ave N, Minneapolis, MN, ,Match,Exact,5900 XERXES AVE N, MINNEAPOLIS, MN, 55430,-93.319145,45.06223,43615995,R
361,1110 Battleground Dr, Iuka, MS, ,Match,Exact,1110 BATTLEGROUND DR, IUKA, MS, 38852,-88.20249,34.804455,607724759,L
362,3400 Goodman Rd, Olive Branch, MS, ,Match,Exact,3400 GOODMAN RD, OLIVE BRANCH, MS, 38654,-89.933334,34.962418,91845914,R
363,3468 Casino Way, Robinsonville, MS, ,Match,Exact,3468 CASINO WAY, ROBINSONVILLE, MS, 38664,-90.33528,34.826984,121822485,L
364,Old Hwy 19 SE, Meridian, MS, ,No_Match
365,McEwien Swamp Rd, Ruth, MS, ,No_Match
366,Unknown, Stonewall, MS, ,No_Match
367,Mt Pleasant Rd, Lucedale, MS, ,No_Match
368,US-49 and Middle Driveway, Gulfport, MS, ,No_Match
369,4200 St Louis Ave, St Louis, MO, ,Match,Exact,4200 SAINT LOUIS AVE, SAINT LOUIS, MO, 63115,-90.233665,38.66124,107596138,L
370,9201 Riverwood Dr, Jennings, MO, ,Match,Exact,9201 RIVERWOOD DR, JENNINGS, MO, 63136,-90.24478,38.723843,100175183,L
371,Morton Ave and Chatham Ave, St Louis, MO, ,Match,Exact,MORTON AVE & CHATHAM AVE, SAINT LOUIS, MO, 63133,-90.29135,38.673183,,
372,Minnesota Ave and Meramec St, St Louis, MO, ,Match,Exact,MINNESOTA AVE & MERAMEC ST, SAINT LOUIS, MO, 63118,-90.237526,38.58008,,
373,635 Spring Dr, Robertsville, MO, ,Match,Exact,635 SPRING DR, ROBERTSVILLE, MO, 63072,-90.79424,38.316235,611755978,R
374,Hitt St and Elm St, Columbia, MO, ,Match,Exact,HITT ST & ELM ST, COLUMBIA, MO, 65201,-92.32553,38.94844,,
375,E Broadway and US-63, Columbia, MO, ,Match,Non_Exact,E BROADWAY & US HWY 63, COLUMBIA, MO, 65201,-92.29344,38.94645,,
376,SE 650th Rd, Green Ridge, MO, ,No_Match
377,4301 N River Blvd, Sugar Creek, MO, ,No_Match
378,8700 E 97th Ter, Kansas City, MO, ,Match,Non_Exact,8700 E 97 TER, KANSAS CITY, MO, 64134,-94.48676,38.94723,91466447,L
379,Blenheim Park, Kansas City, MO, ,No_Match
380,1400 N Marion Ave, Springfield, MO, ,Match,Exact,1400 N MARION AVE, SPRINGFIELD, MO, 65802,-93.3194,37.22433,76672900,R
381,3540 White Buffalo Rd, Huntley, MT, ,Match,Exact,3540 WHITE BUFFALO RD, HUNTLEY, MT, 59037,-108.31414,45.86299,636307377,R
382,2800 10th Ave N, Billings, MT, ,Match,Exact,2800 10TH AVE N, BILLINGS, MT, 59101,-108.51408,45.790478,608060247,L
383,1223 Omaha Ave, Norfolk, NE, ,Match,Exact,1223 OMAHA AVE, NORFOLK, NE, 68701,-97.42469,42.018063,161582929,R
384,6501 N 28th St, Lincoln, NE, ,Match,Non_Exact,6501 N 28TH ST, LINCOLN, NE, 68504,-96.67993,40.877155,28288128,R
385,1702 S 50th St, Omaha, NE, ,Tie
386,3057 Martin Ave, Omaha, NE, ,Match,Exact,3057 MARTIN AVE, OMAHA, NE, 68112,-95.95922,41.323727,116977531,L
387,1299 Hickory St, Omaha, NE, ,Match,Exact,1299 HICKORY ST, OMAHA, NE, 68108,-95.9332,41.242844,116988736,L
388,1363 Clark Dr, Sidney, NE, ,Match,Exact,1363 CLARK DR, SIDNEY, NE, 69162,-102.98302,41.12216,135928740,R
389,5600 W Sahara Ave, Las Vegas, NV, ,Tie
390,3040 E Charleston Blvd, Las Vegas, NV, ,Match,Non_Exact,3040 W CHARLESTON BLVD, LAS VEGAS, NV, 89102,-115.18233,36.158997,201864836,R
391,5300 East Craig Road, Las Vegas, NV, ,Match,Exact,5300 E CRAIG RD, LAS VEGAS, NV, 89115,-115.05719,36.240555,201914400,L
392,Circle K,  1301 N Eastern Ave, Las Vegas, NV,No_Match
393,Monument Peak Dr, Gardnerville, NV, ,No_Match
394,1340 W Warm Springs Rd, Henderson, NV, ,Match,Non_Exact,1340 W WARM SPRINGS RD, HENDERSON, NV, 89014,-115.04376,36.056217,201921557,L
395,841 Avenue A, Boulder City, NV, ,Match,Exact,841 AVE A, BOULDER CITY, NV, 89005,-114.84047,35.97332,636488957,R
396,Scobie Pond Rd and Julian Rd, Derry, NH, ,Match,Exact,SCOBIE POND RD & JULIAN RD, DERRY, NH, 03038,-71.336685,42.908085,,
397,10 Wild Ammonoosuc Rd, Bath, NH, ,Match,Exact,10 WILD AMMONOOSUC RD, BATH, NH, 03740,-71.97583,44.152493,145673425,L
398,Harrison Ave and Bergen Ave, Camden, NJ, ,Match,Exact,HARRISON AVE & BERGEN AVE, CAMDEN, NJ, 08105,-75.08827,39.96332,,
399,335 New Brooklyn Rd, Berlin, NJ, ,Match,Exact,335 NEW BROOKLYN RD, BERLIN, NJ, 08009,-74.92831,39.749657,134418095,L
400,118 W Grape St, Vineland, NJ, ,Match,Exact,118 W GRAPE ST, VINELAND, NJ, 08360,-75.035095,39.484566,174110634,L
401,405 N Pennsylvania Ave, Atlantic City, NJ, ,Match,Exact,405 N PENNSYLVANIA AVE, ATLANTIC CITY, NJ, 08401,-74.42798,39.36918,202530928,R
402,Lacey Rd and Deerhead Lake Dr, Lacey Township, NJ, ,No_Match
403,33 Bayside Pkwy, Middletown, NJ, ,Match,Exact,33 BAYSIDE PKWY, MIDDLETOWN, NJ, 07748,-74.113075,40.44426,90468999,R
404,110 Nottinghill Ln, Hamilton Township, NJ, ,Match,Non_Exact,110 NOTTINGHILL LN, HAMILTON, NJ, 08619,-74.71051,40.216183,60206254,R
405,185Johnson Ave, Hackensack, NJ, ,No_Match
406,10 Temple Ave, Hackensack, NJ, ,Match,Exact,10 TEMPLE AVE, HACKENSACK, NJ, 07601,-74.041046,40.90091,64386019,L
407,Jackson Ave and E Kennedy St, Hackensack, NJ, ,Tie
408,1600 Sewall Ave, Asbury Park, NJ, ,Match,Exact,1600 SEWALL AVE, ASBURY PARK, NJ, 07712,-74.025,40.222286,90463063,L
409,1714 Walker Ave, Union, NJ, ,Match,Exact,1714 WALKER AVE, UNION, NJ, 07083,-74.25298,40.710842,60571420,L
410,355 Valley Brook Ave, Lyndhurst, NJ, ,Match,Exact,355 VALLEY BROOK AVE, LYNDHURST, NJ, 07071,-74.12511,40.81236,64399227,L
411,I-95, Ridgefield Park, NJ, ,No_Match
412,I-95, Ridgefield Park, NJ, ,No_Match
413,Laurel Trail, Byram Township, NJ, ,No_Match
414,40 Cedar Grove Pl, Old Bridge Township, NJ, ,Match,Non_Exact,40 CEDAR GROVE PL, OLD BRIDGE, NJ, 08857,-74.301476,40.405365,60334981,L
415,Garfield Ave SE & Edith Blvd SE, Albuquerque, NM, ,Match,Exact,GARFIELD AVE SE & EDITH BLVD SE, ALBUQUERQUE, NM, 87102,-106.6432,35.072643,,
416,Arenal Rd SW and Tapia Blvd SW, Albuquerque, NM, ,Match,Exact,ARENAL RD SW & TAPIA BLVD SW, ALBUQUERQUE, NM, 87105,-106.688385,35.051777,,
417,Constitution Ave and San Mateo Blvd, Albuquerque, NM, ,Match,Non_Exact,CONSTITUTION AVE NE & SAN MATEO BLVD NE, ALBUQUERQUE, NM, 87110,-106.5863,35.09466,,
418,111 Otero Dr, Ruidoso, NM, ,Match,Exact,111 OTERO DR, RUIDOSO, NM, 88345,-105.67336,33.356728,169113275,L
419,5 S Hazel St, Los Lunas, NM, ,No_Match
420,Clearfork Dr, Hobbs, NM, ,No_Match
421,755 N Valley Dr, Las Cruces, NM, ,Match,Non_Exact,755 S VALLEY DR, LAS CRUCES, NM, 88005,-106.788605,32.297443,189544927,R
422,298 Gavilan Canyon Rd, Rudioso, NM, ,Match,Non_Exact,298 GAVILAN CANYON RD, RUIDOSO, NM, 88345,-105.63432,33.3263,169127404,R
423,3007 N Main St, Roswell, NM, ,Tie
424,Mountainair St, Edgewood, NM, ,No_Match
425,1851 Sunrise Hwy, Bay Shore, NY, ,Match,Exact,1851 SUNRISE HWY, BAY SHORE, NY, 11706,-73.25055,40.734913,113995988,L
426,3150 Ocean Pkwy, Brooklyn, NY, ,Match,Exact,3150 OCEAN PKWY, BROOKLYN, NY, 11235,-73.96898,40.575726,640848964,R
427,2263 Loring Pl, New York, NY, ,No_Match
428,16802 Hillside Ave, New York, NY, ,No_Match
429,530 Stanley Ave, New York, NY, ,No_Match
430,538 E Sixth St, New York, NY, ,Tie
431,274 E 194th St, New York, NY, ,No_Match
432,2000 Valentine Ave, New York, NY, ,No_Match
433,N Little Tor Rd, New City, NY, ,No_Match
434,I-84, Beacon, NY, ,No_Match
435,325 Riverside Dr, Fallsburg, NY, ,Match,Exact,325 RIVERSIDE DR, FALLSBURG, NY, 12733,-74.598694,41.73963,639482635,R
436,New York State Rte 23 and Cairo Junction Rd, Catskill, NY, ,No_Match
437,Lark St and Second St, Albany, NY, ,No_Match
438,Lake Titus, Malone, NY, ,No_Match
439,96 Fox Hill Rd, Northville, NY, ,Match,Exact,96 FOX HILL RD, NORTHVILLE, NY, 12134,-74.06779,43.20774,625241109,L
440,168 Auringer Rd, Constantania, NY, ,No_Match
441,Tremont St and Morgan St, Rochester, NY, ,Match,Exact,TREMONT ST & MORGAN ST, ROCHESTER, NY, 14611,-77.63096,43.147846,,
442,271 Greece Ridge Center Dr, Rochester, NY, ,Match,Exact,271 GREECE RIDGE CENTER DR, ROCHESTER, NY, 14626,-77.69611,43.204758,14577131,L
443,16744 4th Section Rd, Clarendon, NY, ,No_Match
444,2311 Main St, Tarboro, NC, ,Match,Non_Exact,2311 N MAIN ST, TARBORO, NC, 27886,-77.5472,35.91709,90179837,R
445,100 Whitfield St, Enfield, NC, ,Match,Exact,100 WHITFIELD ST, ENFIELD, NC, 27823,-77.66732,36.181267,56718581,R
446,130 Wedowee Ln, Gaston, NC, ,No_Match
447,Shatley Springs Rd, Crumpler, NC, ,No_Match
448,182 N River Ridge Rd, Jonesville, NC, ,Match,Exact,182 N RIVER RIDGE RD, JONESVILLE, NC, 28642,-80.8883,36.21636,46141686,R
449,Mill St, Pinnacle, NC, ,No_Match
450,North Carolina Hwy 242 and Reeda Branch Rd, Salemburg, NC, ,No_Match
451,8100 North Carolina Hwy 41, Dublin, NC, ,No_Match
452,2704 Mary Ave, Gastonia, NC, ,Match,Exact,2704 MARY AVE, GASTONIA, NC, 28052,-81.22747,35.265858,70377158,R
453,2325 Union Rd, Gastonia, NC, ,Match,Exact,2325 UNION RD, GASTONIA, NC, 28054,-81.16911,35.22863,70392532,R
454,375 1st Ave E, Hendersonville, NC, ,Match,Exact,375 1ST AVE E, HENDERSONVILLE, NC, 28792,-82.456345,35.31481,152255620,L
455,Woodland Hills Dr, Franklin, NC, ,No_Match
456,85 Almost Home Rd, Penrose, NC, ,No_Match
457,2600 Reynolda Rd, Winston-Salem, NC, ,Match,Exact,2600 REYNOLDA RD, WINSTON SALEM, NC, 27106,-80.29354,36.1369,84688443,L
458,Bellefonte Dr, Charlotte, NC, ,No_Match
459,300 Stone Monument Dr, Wake Forest, NC, ,Match,Exact,300 STONE MONUMENT DR, WAKE FOREST, NC, 27587,-78.52708,35.957245,612814975,R
460,Unknown, Fort Totten, ND, ,No_Match
461,1700 Chase Ave, Cincinnati, OH, ,Match,Exact,1700 CHASE AVE, CINCINNATI, OH, 45223,-84.54375,39.163597,103922085,R
462,Rice St and Valencia St, Cincinnati, OH, ,Match,Exact,RICE ST & VALENCIA ST, CINCINNATI, OH, 45219,-84.51315,39.12229,,
463,5900 Roe St, Cincinnati, OH, ,Match,Exact,5900 ROE ST, CINCINNATI, OH, 45227,-84.3936,39.15572,103971820,L
464,Fields Hollow Rd, Peebles, OH, ,No_Match
465,265 Buffalo Ct, Columbus, OH, ,Match,Exact,265 BUFFALO CT, COLUMBUS, OH, 43207,-82.99635,39.87944,135711836,L
466,4604 Summit St, Columbus, OH, ,Match,Exact,4604 SUMMIT ST, COLUMBUS, OH, 43224,-82.99676,40.059967,135611785,R
467,3505 Sullivant Ave, Columbus, OH, ,Match,Exact,3505 SULLIVANT AVE, COLUMBUS, OH, 43204,-83.092354,39.942753,218646165,L
468,4600 International Gateway, Columbus, OH, ,Match,Exact,4600 INTERNATIONAL GATEWAY, COLUMBUS, OH, 43219,-82.89032,39.998253,641085300,R
469,800 W Sandusky St, Findlay, OH, ,Match,Exact,800 W SANDUSKY ST, FINDLAY, OH, 45840,-83.662346,41.036972,36469660,R
470,11540 Upper Gilchrist Rd, Mt Vernon, OH, ,Match,Exact,11540 UPPER GILCHRIST RD, MOUNT VERNON, OH, 43050,-82.437256,40.401382,24667633,R
471,7360 Salem Ave, Clayton, OH, ,Match,Exact,7360 SALEM AVE, CLAYTON, OH, 45315,-84.33123,39.850227,143603129,L
472,318 Springbrook Blvd, Dayton, OH, ,Match,Exact,318 SPRINGBROOK BLVD, DAYTON, OH, 45405,-84.21455,39.804264,143568257,R
